CURSO_ACADEMICO;TIPO_ESTUDIO;ESTUDIO;LOCALIDAD;CENTRO;ASIGNATURA;TIPO_ASIGNATURA;CLASE_ASIGNATURA;TASA_EXITO;TASA_RENDIMIENTO;TASA_EVALUACION;ALUMNOS_EVALUADOS;ALUMNOS_SUPERADOS;ALUMNOS_PRESENTADOS;MEDIA_CONVOCATORIAS_CONSUMIDAS;FECHA_ACTUALIZACION
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Derecho de la competencia;Normal;Optativa;97.73;95.56;97.78;57;54;56;1.04;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Sociología jurídica;Normal;Optativa;100.00;96.43;96.43;102;98;99;1.05;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Interpretación y argumentación jurídicas;Normal;Optativa;91.43;88.89;97.22;82;73;80;1.07;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Técnicas de comunicación y expresión para juristas;Normal;Optativa;98.36;93.75;95.31;70;66;67;1.05;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Prácticum;Prácticas externas;Obligatoria;100.00;98.03;98.03;255;250;250;1.00;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;100.00;100.00;100.00;214;214;214;1.00;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Derecho eclesiástico del Estado;Normal;Optativa;90.38;83.43;92.31;169;141;156;1.30;25/09/2022
2021;Grado;Grado: Derecho;Zaragoza;Facultad de Derecho;Fundamentals of Law;Normal;Optativa;100.00;100.00;100.00;32;32;32;1.06;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua inglesa I;Normal;Formación básica;84.85;80.77;95.19;104;84;99;1.21;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I: francés;Normal;No Informado;100.00;93.75;93.75;48;45;45;1.04;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I: alemán;Normal;Formación básica;92.31;80.00;86.67;15;12;13;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I: italiano;Normal;Optativa;85.19;69.70;81.82;33;23;27;1.12;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I: catalán;Normal;Formación básica;100.00;50.00;50.00;4;2;2;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I: árabe moderno;Normal;Formación básica;100.00;100.00;100.00;2;2;2;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Comentario de textos literarios en lengua inglesa;Normal;Formación básica;72.90;60.94;83.59;128;78;107;1.32;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Gramática inglesa I;Normal;Obligatoria;78.00;66.10;84.75;118;78;100;1.10;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Historia y cultura del Reino Unido;Normal;Obligatoria;79.41;67.50;85.00;120;81;102;1.28;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua inglesa II;Normal;Formación básica;80.00;65.45;81.82;110;72;90;1.13;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II: francés;Normal;No Informado;97.73;89.58;91.67;48;43;44;1.02;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II: alemán;Normal;Formación básica;100.00;63.16;63.16;19;12;12;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II: italiano;Normal;Optativa;79.17;51.35;64.86;37;19;24;1.25;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II: catalán;Normal;Formación básica;100.00;50.00;50.00;4;2;2;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II: árabe moderno;Normal;Formación básica;100.00;100.00;100.00;2;2;2;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura inglesa I;Normal;Obligatoria;85.00;65.38;76.92;130;85;100;1.57;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Fonética y fonología del inglés I;Normal;Obligatoria;70.00;49.22;70.31;128;63;90;1.30;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua española;Normal;Formación básica;77.98;62.50;80.15;136;85;109;1.60;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Inglés académico I;Normal;Formación básica;91.03;81.61;89.66;88;72;79;1.47;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Comentario de textos audiovisuales en lengua inglesa I;Normal;Formación básica;94.37;89.33;94.67;75;67;71;1.03;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura inglesa II;Normal;Obligatoria;74.67;61.54;82.42;92;57;76;1.45;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Fonética y fonología del inglés II;Normal;Obligatoria;85.19;69.70;81.82;99;69;81;1.35;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Historia y cultura de Estados Unidos;Normal;Obligatoria;93.20;80.00;85.83;123;99;106;1.79;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura contemporánea en español;Normal;Formación básica;85.71;66.67;77.78;94;64;74;1.52;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua inglesa III;Normal;Formación básica;94.12;84.21;89.47;76;64;68;1.13;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Gramática inglesa II;Normal;Obligatoria;81.08;67.42;83.15;89;60;74;1.28;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura norteamericana I;Normal;Obligatoria;90.54;81.71;90.24;83;68;75;1.20;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Comentario de textos audiovisuales en lengua inglesa II;Normal;Obligatoria;95.71;87.01;90.91;77;67;70;1.09;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Inglés académico II;Normal;Obligatoria;88.46;83.64;94.55;85;76;82;1.36;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Aprendizaje y adquisición del inglés como lengua extranjera;Normal;Obligatoria;94.34;86.21;91.38;89;81;84;1.17;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura inglesa III;Normal;Obligatoria;89.80;70.97;79.03;93;74;80;1.21;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura norteamericana II;Normal;Obligatoria;96.08;84.48;87.93;87;77;80;1.19;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua inglesa IV;Normal;Obligatoria;93.44;87.69;93.85;84;76;80;1.14;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura inglesa IV;Normal;Obligatoria;89.83;76.81;85.51;91;74;81;1.39;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura norteamericana III;Normal;Obligatoria;85.48;75.71;88.57;92;74;84;1.16;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Historia de la lengua inglesa;Normal;Obligatoria;70.00;60.00;85.71;91;63;81;1.39;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua inglesa V;Normal;Obligatoria;92.31;90.57;98.11;64;58;62;1.10;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura inglesa V;Normal;Obligatoria;74.51;65.52;87.93;69;48;61;1.35;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura norteamericana IV;Normal;Obligatoria;91.84;90.00;98.00;61;55;59;1.21;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lengua inglesa VI;Normal;Obligatoria;98.21;96.49;98.25;61;58;60;1.02;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Otras literaturas en lengua inglesa;Normal;Obligatoria;76.47;68.42;89.47;61;42;54;1.09;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;100.00;100.00;100.00;36;36;36;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Cultura popular en los países de habla inglesa;Normal;Optativa;75.00;60.00;80.00;43;32;37;1.12;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Géneros literarios en la literatura inglesa I;Normal;Optativa;100.00;80.00;80.00;18;17;17;1.00;25/09/2022
2021;Movilidad de entrada;Movilidad para 1º y 2º ciclo y grado;Zaragoza;Facultad de Filosofía y Letras;Géneros literarios en la literatura inglesa I;Normal;Optativa;;;;2;1;2;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Inglés moderno;Normal;Optativa;90.00;81.82;90.91;13;11;12;1.09;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Lingüística contrastiva aplicada a la traducción;Normal;Optativa;91.11;91.11;100.00;48;44;48;1.16;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Pragmática de la comunicación;Normal;Optativa;77.42;70.59;91.18;42;31;38;1.22;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Tendencias y contextos del cine en lengua inglesa I;Normal;Optativa;100.00;96.67;96.67;35;34;34;1.03;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Traducción de textos literarios y audiovisuales;Normal;Optativa;88.24;85.71;97.14;36;31;35;1.10;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Comunicación académica y lingüística intercultural;Normal;Optativa;100.00;90.91;90.91;16;15;15;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Diseño de actividades de aprendizaje del inglés como lengua extranjera;Normal;Optativa;83.33;73.17;87.80;47;35;42;1.09;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Géneros literarios en la literatura inglesa II;Normal;Optativa;100.00;100.00;100.00;22;22;22;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Literatura irlandesa;Normal;Optativa;100.00;100.00;100.00;11;10;11;1.00;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Narrativa norteamericana contemporánea;Normal;Optativa;100.00;100.00;100.00;16;16;16;1.06;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Tendencias y contextos del cine en lengua inglesa II;Normal;Optativa;100.00;95.24;95.24;22;21;21;1.09;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Traducción de textos profesionales y académicos;Normal;Optativa;100.00;100.00;100.00;29;28;28;1.14;25/09/2022
2021;Grado;Grado: Estudios Ingleses;Zaragoza;Facultad de Filosofía y Letras;Variedades geográficas de la lengua inglesa;Normal;Optativa;92.31;85.71;92.86;17;15;16;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura inglesa);Normal;Obligatoria;;;;0;0;0;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Semántica y pragmática del español;Normal;Obligatoria;;;;0;0;0;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lengua y literatura griega II;Normal;Obligatoria;100.00;100.00;100.00;1;1;1;6.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos latinos I;Normal;Obligatoria;60.00;60.00;100.00;5;3;5;5.67;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura griega;Normal;Obligatoria;92.31;66.67;72.22;18;12;13;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Historia y civilización clásica: Grecia;Normal;Obligatoria;;;100.00;1;0;1;;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lingüística indoeuropea I;Normal;Obligatoria;93.33;82.35;88.24;17;14;15;1.29;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos griegos II;Normal;Obligatoria;100.00;66.67;66.67;3;2;2;2.50;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos latinos II;Normal;Obligatoria;;;;1;0;0;;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura latina;Normal;Obligatoria;100.00;68.18;68.18;22;15;15;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos griegos III;Normal;Obligatoria;;;;3;0;0;;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos latinos III;Normal;Obligatoria;75.00;60.00;80.00;5;3;4;2.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Historia de la lengua griega;Normal;Obligatoria;90.00;69.23;76.92;13;9;10;1.33;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Historia de la lengua latina;Normal;Obligatoria;70.00;63.64;90.91;11;7;10;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos griegos IV;Normal;Obligatoria;;;;1;0;0;;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos latinos IV;Normal;Obligatoria;100.00;20.00;20.00;5;1;1;3.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Humanismo y tradición clásica;Normal;Optativa;100.00;100.00;100.00;6;6;6;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Latinidad medieval;Normal;Optativa;100.00;100.00;100.00;3;3;3;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lingüística indoeuropea II;Normal;Optativa;100.00;83.33;83.33;18;15;15;1.53;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Mitología clásica;Normal;Optativa;75.00;33.33;44.44;9;3;4;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Transmisión de los textos greco-latinos y crítica textual;Normal;Optativa;100.00;66.67;66.67;3;2;2;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I (griego);Normal;Formación básica;84.62;50.00;59.09;22;11;13;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II (griego);Normal;Formación básica;100.00;58.33;58.33;24;14;14;1.25;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua I (inglés);Normal;Formación básica;100.00;100.00;100.00;1;1;1;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Segunda lengua II (inglés);Normal;Formación básica;100.00;50.00;50.00;2;1;1;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lingüística general I;Normal;Formación básica;61.90;44.83;72.41;29;13;21;1.50;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lingüística general II;Normal;Formación básica;78.57;50.00;63.64;22;11;14;1.08;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Comentario de textos latinos;Normal;Optativa;;;;1;0;0;;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;90.00;90.00;100.00;10;9;10;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Roma, su lengua y su literatura I;Normal;Formación básica;73.68;58.33;79.17;24;14;19;1.13;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura española en la Edad Media I;Normal;Formación básica;92.86;65.00;70.00;20;13;14;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Fonética y fonología del español;Normal;Formación básica;70.00;48.28;68.97;29;14;20;1.76;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Roma, su lengua y su literatura II;Normal;Formación básica;73.33;45.83;62.50;24;11;15;1.17;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Morfología del español;Normal;Formación básica;76.92;41.67;54.17;24;10;13;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura española en la Edad Media II;Normal;Formación básica;92.86;65.00;70.00;20;13;14;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Teoría de la literatura;Normal;Obligatoria;;;;0;0;0;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Historia del Mundo Clásico;Normal;Obligatoria;90.91;83.33;91.67;24;20;22;2.30;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lengua y literatura griega I: época arcaica;Normal;Obligatoria;77.78;58.33;75.00;12;7;9;1.12;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lengua y literatura latina I: prosa tardorepublicana;Normal;Obligatoria;47.83;39.29;82.14;28;11;23;2.42;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura Española del Siglo de Oro I;Normal;Obligatoria;72.73;57.14;78.57;14;8;11;1.11;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Sintaxis del español I;Normal;Obligatoria;69.23;52.94;76.47;17;9;13;1.40;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura comparada;Normal;Obligatoria;;;;0;0;0;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Estética y poética clásicas;Normal;Obligatoria;100.00;75.00;75.00;12;9;9;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Historia para Filología Hispánica: España moderna y contemporánea;Normal;Obligatoria;;;;0;0;0;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lengua y literatura griega II: época clásica;Normal;Obligatoria;78.57;47.83;60.87;23;11;14;1.67;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Lengua y literatura latina II: comedia;Normal;Obligatoria;100.00;56.25;56.25;16;9;9;1.11;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Literatura Española del Siglo de Oro II;Normal;Obligatoria;83.33;58.82;70.59;17;10;12;1.70;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Sintaxis del español II;Normal;Obligatoria;61.54;57.14;92.86;14;8;13;1.56;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Comentario de textos griegos I;Normal;Obligatoria;85.71;70.59;82.35;17;12;14;1.33;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos griegos I: épica;Normal;Obligatoria;100.00;88.89;88.89;18;16;16;1.00;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Textos latinos I: historiografía;Normal;Obligatoria;78.57;55.00;70.00;20;11;14;2.09;25/09/2022
2021;Grado;Grado: Estudios Clásicos;Zaragoza;Facultad de Filosofía y Letras;Comentario de textos latinos I;Normal;Obligatoria;100.00;73.68;73.68;19;14;14;1.14;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura alemana);Normal;Obligatoria;100.00;100.00;100.00;5;5;5;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura árabe);Normal;Obligatoria;100.00;80.00;80.00;5;4;4;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura catalana);Normal;Obligatoria;100.00;100.00;100.00;13;13;13;1.14;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura francesa);Normal;Obligatoria;100.00;87.50;87.50;8;7;7;1.50;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura inglesa);Normal;Obligatoria;100.00;72.73;72.73;22;16;16;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura de la segunda lengua (Literatura italiana);Normal;Obligatoria;100.00;75.00;75.00;4;3;3;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Semántica y pragmática del español;Normal;Obligatoria;85.45;79.66;93.22;59;47;55;1.16;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Historia de la lengua española;Normal;Obligatoria;78.72;62.71;79.66;65;42;53;1.55;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura española del Siglo de Oro I;Normal;Obligatoria;79.31;70.77;89.23;65;46;58;1.11;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura española contemporánea I;Normal;Obligatoria;64.86;42.11;64.91;68;35;48;1.17;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Variedades del español actual;Normal;Obligatoria;85.37;64.81;75.93;62;42;49;1.31;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura española del Siglo de Oro II;Normal;Obligatoria;83.64;70.77;84.62;65;46;55;1.17;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura española contemporánea II;Normal;Obligatoria;100.00;88.24;88.24;44;40;40;1.02;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura hispanoamericana I;Normal;Obligatoria;70.59;49.32;69.86;73;36;51;1.31;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Literatura hispanoamericana II;Normal;Obligatoria;95.83;74.19;77.42;74;58;60;1.26;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Trabajo fin de Grado;Trabajo fin de grado;Trabajo fin de Grado;100.00;100.00;100.00;30;30;30;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Lenguaje y comunicación;Normal;Optativa;100.00;95.24;95.24;23;22;22;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Biolingüística: lenguaje, mente y cerebro;Normal;Optativa;100.00;100.00;100.00;38;37;37;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Análisis del discurso en español;Normal;Optativa;100.00;88.89;88.89;12;11;11;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Sociolingüística del español;Normal;Optativa;100.00;87.50;87.50;21;19;19;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;El español en América;Normal;Optativa;95.24;83.33;87.50;25;21;22;1.05;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;El léxico español;Normal;Optativa;91.67;84.62;92.31;14;12;13;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Gramática del español como lengua extranjera;Normal;Optativa;100.00;100.00;100.00;18;18;18;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Filología aragonesa;Normal;Optativa;96.43;93.10;96.55;31;28;30;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;El catalán en Aragón;Normal;Optativa;100.00;83.33;83.33;6;5;5;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Pensamiento literario contemporáneo;Normal;Optativa;100.00;88.89;88.89;22;20;20;1.00;25/09/2022
2021;Grado;Grado: Filología Hispánica;Zaragoza;Facultad de Filosofía y Letras;Estética literaria;Normal;Optativa;100.00;90.91;90.91;11;10;10;1.00;25/09/2022
